ID,国語,数学,英語,理科,社会,体育
19990873,90,16,81,27,77,59
19990874,65,93,11,85,97,2
19990875,22,81,24,35,55,16
19990876,84,8,58,78,54,16
19990877,37,27,48,95,23,88
19990878,87,84,15,88,70,65
19990879,73,94,60,56,78,6
19990880,94,1,61,55,87,8
19990881,95,34,19,72,78,14
19990882,21,88,59,32,51,33
19990883,49,26,10,6,93,51
19990884,27,32,92,86,66,19
19990885,50,7,69,75,47,89
19990886,25,8,23,31,50,52
19990887,26,49,62,70,72,56
19990888,38,67,30,28,13,86
19990889,71,60,63,73,74,62
19990890,61,25,84,83,43,90
19990891,28,64,64,15,17,99
19990892,67,74,51,58,75,45
19990893,89,73,29,15,66,42
19990894,94,7,76,19,36,16
19990895,94,77,22,95,56,92
19990896,5,17,38,68,24,94
19990897,53,2,27,80,38,40
19990898,68,58,82,99,21,49
19990899,38,87,16,67,12,60
19990900,19,60,5,17,82,0
19990901,83,30,45,64,12,57
19990902,76,52,11,7,14,8
19990903,67,33,18,61,96,78
19990904,47,69,33,38,55,56
19990905,76,10,65,42,12,75
19990906,37,1,55,75,13,23
19990907,2,98,42,68,6,7
19990908,45,92,18,85,0,34
19990909,69,26,19,40,16,71
19990910,8,18,72,39,44,47
19990911,40,50,33,79,92,17
19990912,79,89,24,19,89,44
19990913,26,31,66,81,41,74
19990914,52,31,7,90,61,28
19990915,76,77,18,61,74,53
19990916,56,9,80,29,36,0
19990917,19,96,6,17,65,48
19990918,22,11,57,17,10,61
19990919,16,52,36,26,22,68
19990920,13,94,26,11,58,57
19990921,81,64,36,50,56,12
19990922,18,92,32,84,62,31
19990923,5,25,34,39,0,8
19990924,45,74,55,62,19,28
19990925,70,91,94,31,49,91
19990926,36,49,24,54,50,42
19990927,3,25,31,65,57,43
19990928,10,19,91,10,44,36
19990929,0,48,70,77,69,14
19990930,40,82,1,68,15,5
19990931,3,41,29,87,26,94
19990932,79,46,58,90,32,40
19990933,15,7,92,28,45,47
19990934,83,84,23,12,46,19
19990935,6,42,3,11,96,21
19990936,4,48,93,26,2,59
19990937,6,93,32,96,13,35
19990938,44,33,28,74,50,95
19990939,19,64,1,49,54,71
19990940,37,79,36,13,97,4
19990941,33,8,99,8,30,97
19990942,76,13,15,77,48,4
19990943,78,52,54,19,85,69
19990944,63,29,79,42,92,67
19990945,41,42,79,31,80,57
19990946,74,3,9,85,73,10
19990947,61,51,95,53,81,96
19990948,68,3,76,51,93,30
19990949,7,86,87,55,17,18
19990950,2,37,29,22,20,68
19990951,85,47,27,85,65,4
19990952,85,44,69,98,38,18
19990953,99,26,29,37,35,95
19990954,86,27,47,62,52,15
19990955,13,72,64,4,20,27
19990956,27,28,63,94,25,62
19990957,13,72,99,51,68,26
19990958,89,47,91,98,58,39
19990959,2,11,97,68,63,8
19990960,54,56,43,6,12,73
19990961,69,43,70,58,68,45
19990962,17,58,62,97,7,44
19990963,49,51,48,19,44,79
19990964,2,41,84,76,92,54
19990965,92,45,57,82,64,42
19990966,21,60,17,10,72,42
19990967,61,36,74,51,84,38
19990968,60,92,88,2,99,33
19990969,21,79,14,67,89,80
19990970,49,26,22,56,11,40
19990971,18,47,57,38,79,45
19990972,99,68,99,75,61,20
19990973,29,43,47,33,2,32
19990974,36,40,58,17,19,51
19990975,41,77,92,13,57,85
19990976,96,93,65,4,33,44
19990977,20,50,47,44,32,86
19990978,3,37,2,60,76,19
19990979,9,50,66,77,47,49
19990980,29,18,10,82,12,53
19990981,89,75,40,52,25,80
19990982,29,20,87,96,9,38
19990983,93,64,26,45,95,36
19990984,84,79,31,29,23,91
19990985,47,48,74,66,59,0
19990986,95,47,77,27,70,63
19990987,73,59,55,70,70,7
19990988,28,87,34,4,76,34
19990989,56,27,31,49,7,89
19990990,63,71,4,21,36,18
19990991,48,26,24,17,24,81
19990992,61,6,10,23,30,28
19990993,87,33,71,81,2,68
19990994,22,2,9,1,17,44
19990995,36,62,50,52,15,74
19990996,54,91,60,67,50,6
19990997,46,5,4,73,39,56
19990998,40,30,57,39,85,97
19990999,59,96,91,31,13,59
19991000,90,44,79,11,76,95
19991001,65,97,17,49,59,57
19991002,43,80,16,68,89,89
19991003,18,93,61,89,98,52
19991004,30,4,79,40,79,7
19991005,69,98,0,53,45,93
19991006,87,64,33,6,58,79
19991007,14,72,35,52,39,40
19991008,2,2,11,35,86,41
19991009,8,62,10,68,18,48
19991010,30,96,46,6,38,55
19991011,42,72,11,9,88,49
19991012,74,89,70,89,1,45
19991013,15,64,4,92,14,92
19991014,86,67,91,50,43,16
19991015,26,97,52,53,56,29
19991016,63,49,7,55,36,56
19991017,8,30,88,50,72,16
19991018,57,73,10,42,29,99
19991019,94,27,17,32,8,85
19991020,74,13,54,10,82,70
19991021,52,85,54,63,63,3
19991022,20,58,55,81,83,55
19991023,9,71,67,53,31,52
19991024,19,10,80,54,2,14
19991025,60,25,15,31,18,71
19991026,84,18,91,38,3,85
19991027,78,40,14,33,89,87
19991028,46,95,86,34,17,59
19991029,1,52,48,8,59,97
19991030,78,24,53,6,31,60
19991031,10,20,62,17,15,15
19991032,25,85,18,64,91,2
19991033,13,71,35,73,95,0
19991034,77,75,74,20,89,53
19991035,6,25,63,45,99,10
19991036,11,33,17,83,91,74
19991037,63,98,10,95,25,10
19991038,22,29,74,35,78,37
19991039,20,79,14,12,69,14
19991040,73,9,32,97,61,25
19991041,80,40,51,32,54,69
19991042,52,43,66,91,94,46
19991043,44,49,80,48,11,79
19991044,60,20,87,98,56,38
19991045,70,72,36,63,64,82
19991046,98,50,4,16,52,76
19991047,41,86,49,58,54,22
19991048,84,93,89,25,38,37
19991049,90,39,75,66,69,29
19991050,63,77,77,80,75,28
19991051,64,92,45,68,79,29
19991052,9,38,80,92,74,67
19991053,81,61,21,68,25,73
19991054,9,66,88,5,18,12
19991055,99,14,98,7,54,47
19991056,68,46,2,20,82,72
19991057,55,30,73,23,12,93
19991058,24,13,26,15,17,39
19991059,73,20,47,29,90,47
19991060,12,54,76,11,21,85
19991061,72,96,6,25,35,79
19991062,51,56,4,79,48,95
19991063,36,15,75,25,24,7
19991064,43,68,56,2,90,41
19991065,47,98,82,53,63,24
19991066,97,38,23,93,58,15
19991067,31,33,84,73,33,68
19991068,22,21,30,88,64,68
19991069,11,87,10,16,7,15
19991070,56,35,63,49,92,27
19991071,13,33,57,1,24,37
19991072,19,22,58,12,18,59
19991073,67,7,23,73,67,10
19991074,12,39,29,32,61,91
19991075,21,85,48,94,19,11
19991076,18,75,52,23,56,4
19991077,27,40,51,67,46,79
19991078,6,10,23,81,3,41
19991079,77,67,4,67,92,62
19991080,15,41,57,4,30,49
19991081,26,66,24,72,63,19
19991082,5,88,67,83,59,38
19991083,19,32,83,78,25,92
19991084,47,47,29,3,86,42
19991085,78,0,42,95,81,58
19991086,78,30,54,85,41,24
19991087,10,47,69,64,14,67
19991088,60,75,58,24,79,27
19991089,30,74,22,30,30,7
19991090,28,82,53,82,79,29
19991091,35,72,14,81,50,8
19991092,39,19,66,39,80,19
19991093,30,48,1,65,12,28
19991094,35,67,16,28,13,21
19991095,39,38,12,49,73,3
19991096,66,24,93,11,70,62
19991097,59,56,79,0,62,97
19991098,41,1,18,50,43,26
19991099,49,1,64,10,1,14
19991100,52,56,97,21,58,59
19991101,66,69,1,99,78,24
19991102,61,54,35,61,9,39
19991103,36,49,15,50,30,41
19991104,9,28,96,17,31,10
19991105,62,64,45,54,51,90
19991106,24,46,61,64,38,30
19991107,14,71,21,37,49,96
19991108,95,83,34,75,54,69
19991109,10,94,5,74,94,82
19991110,22,96,72,77,6,68
19991111,51,56,96,19,4,49
19991112,94,78,37,35,26,57
19991113,84,83,37,14,95,34
19991114,28,34,4,50,46,32
19991115,55,23,21,0,29,15
19991116,90,99,24,38,98,4
19991117,60,40,44,44,96,10
19991118,21,28,68,21,51,69
19991119,67,89,11,68,41,91
19991120,9,7,84,15,66,52
19991121,41,57,18,30,57,72
19991122,33,15,87,72,54,83
19991123,29,77,62,2,40,17
19991124,79,70,82,27,69,46
19991125,5,63,19,32,13,33
19991126,17,38,21,36,60,92
19991127,93,75,90,92,78,94
19991128,80,35,45,86,64,16
19991129,76,96,29,16,27,37
19991130,23,90,15,18,35,15
19991131,78,20,61,2,96,7
19991132,59,47,43,92,28,32
19991133,46,60,68,78,41,11
19991134,83,62,97,1,32,8
19991135,27,28,75,96,29,78
19991136,49,54,8,77,53,98
19991137,30,55,21,6,83,10
19991138,8,72,72,67,42,67
19991139,45,52,63,72,5,16
19991140,45,52,71,20,83,8
19991141,83,53,72,58,82,24
19991142,12,43,52,70,56,0
19991143,3,3,54,84,48,36
19991144,18,74,91,47,26,67
19991145,68,71,23,25,79,93
19991146,2,37,59,38,8,48
19991147,28,22,84,95,40,36
19991148,86,0,77,9,23,41
19991149,76,9,82,66,31,39
19991150,65,93,66,91,94,45
19991151,64,34,56,28,55,90
19991152,27,33,13,75,98,17
19991153,30,13,86,65,77,83
19991154,26,58,80,63,28,47
19991155,70,73,47,67,77,49
19991156,55,38,13,30,28,51
19991157,67,46,78,2,83,83
19991158,65,90,30,78,95,90
19991159,30,1,26,58,98,26
19991160,86,17,53,13,18,84
19991161,19,43,68,49,67,82
19991162,86,91,81,51,38,24
19991163,8,12,98,12,39,32
19991164,93,11,68,21,44,21
19991165,50,20,70,68,40,4
19991166,69,8,38,43,77,95
19991167,86,92,16,14,70,85
19991168,56,63,37,37,25,27
19991169,90,61,39,76,63,83
19991170,25,7,77,79,13,27
19991171,92,82,71,66,37,68
19991172,39,44,83,70,1,82
19991173,0,57,9,63,34,17
19991174,29,14,6,2,89,42
19991175,63,94,85,53,32,70
19991176,66,9,54,92,56,28
19991177,83,87,90,62,47,94
19991178,67,60,37,21,53,16
19991179,0,37,80,47,49,66
19991180,63,89,30,28,57,24
19991181,84,35,78,59,42,38
19991182,13,58,94,52,66,74
19991183,54,39,3,85,82,85
19991184,1,64,28,51,59,61
19991185,54,32,8,87,50,64
19991186,44,69,4,54,2,82
19991187,2,5,30,60,32,56
19991188,45,76,73,7,16,87
19991189,53,9,86,33,58,33
19991190,56,25,31,45,45,71
19991191,21,33,54,18,96,72
19991192,33,59,76,69,22,72
19991193,81,13,23,43,30,62
19991194,66,84,64,35,96,44
19991195,62,3,42,35,4,79
19991196,47,97,8,10,22,16
19991197,12,4,66,98,94,76
19991198,92,55,48,18,22,48
19991199,78,18,16,96,94,11
19991200,69,39,25,29,61,19
19991201,67,67,57,43,70,82
19991202,17,5,11,50,74,72
19991203,73,70,96,75,23,80
19991204,43,61,46,70,90,8
19991205,80,98,45,20,3,46
19991206,65,88,57,64,51,38
19991207,42,7,52,58,43,11
19991208,47,36,53,73,2,40
19991209,28,25,69,53,56,53
19991210,18,86,28,23,64,64
19991211,23,70,51,20,19,26
19991212,31,95,9,71,30,90
19991213,59,37,39,2,96,64
19991214,56,40,9,85,66,71
19991215,87,97,51,65,94,74
19991216,37,55,18,94,3,78
19991217,51,37,0,33,74,68
19991218,12,83,51,53,87,57
19991219,42,40,97,68,39,63
19991220,71,60,99,47,47,82
19991221,96,18,36,96,66,49
19991222,12,66,94,49,6,46
19991223,99,28,24,86,29,95
19991224,52,84,23,99,89,97
19991225,93,55,82,96,72,84
19991226,74,75,2,86,89,96
19991227,3,77,94,99,78,1
19991228,93,19,62,92,33,73
19991229,22,68,85,97,70,98
19991230,62,91,87,22,64,85
19991231,4,43,41,12,28,82
19991232,68,96,61,10,60,86
19991233,11,10,49,50,55,8
19991234,21,49,90,17,32,73
19991235,20,43,54,14,14,83
19991236,15,12,99,35,53,59
19991237,85,79,45,21,96,11
19991238,53,68,43,8,45,67
19991239,71,33,9,46,89,8
19991240,77,14,27,8,95,5
19991241,46,26,48,91,49,75
19991242,41,54,89,29,0,97
19991243,44,44,82,34,24,21
19991244,83,22,36,43,22,76
19991245,73,24,28,45,43,20
19991246,13,18,77,60,42,96
19991247,56,17,26,55,64,77
19991248,87,46,78,40,18,62
19991249,70,84,31,25,93,70
19991250,95,70,15,43,99,29
19991251,21,96,30,60,53,8
19991252,10,16,13,50,58,51
19991253,59,43,99,31,88,82
19991254,34,93,38,48,1,16
19991255,90,34,80,31,8,26
19991256,66,61,11,26,36,75
19991257,64,33,62,70,74,90
19991258,9,91,55,44,83,96
19991259,57,53,58,41,15,98
19991260,95,45,22,50,59,14
19991261,51,42,13,15,62,80
19991262,54,45,94,25,58,77
19991263,56,79,33,50,82,13
19991264,54,21,71,25,53,70
19991265,24,51,94,21,77,33
19991266,9,49,25,79,57,4
19991267,43,36,27,6,53,60
19991268,46,80,7,12,8,2
19991269,45,1,45,13,78,55
19991270,11,57,40,11,55,56
19991271,54,15,33,42,31,40
19991272,69,55,1,93,69,39
19991273,12,95,14,11,34,90
19991274,96,38,71,10,94,83
19991275,37,10,69,21,31,56
19991276,81,7,75,96,14,34
19991277,80,95,83,31,23,90
19991278,91,58,60,61,99,2
19991279,92,50,93,44,26,76
19991280,13,31,14,92,23,49
19991281,98,69,68,19,83,79
19991282,46,74,88,39,26,61
19991283,84,61,66,1,12,12
19991284,83,34,64,27,11,19
19991285,86,2,98,62,72,28
19991286,76,80,31,82,7,65
19991287,67,32,98,19,98,42
19991288,8,66,28,25,66,56
19991289,11,96,71,99,72,5
19991290,95,9,56,0,20,76
19991291,80,40,77,67,58,77
19991292,5,41,55,30,69,22
19991293,12,8,54,41,15,51
19991294,41,76,85,27,54,63
19991295,87,93,76,41,5,20
19991296,71,78,2,7,95,23
19991297,75,84,74,92,35,66
19991298,18,94,93,97,29,37
19991299,84,60,4,4,37,66
19991300,62,12,71,65,52,56
19991301,53,21,27,47,91,26
19991302,22,33,73,49,94,50
19991303,77,41,94,18,85,36
19991304,52,52,17,66,4,4
19991305,38,10,97,61,22,49
19991306,13,88,95,25,25,83
19991307,99,57,63,88,91,75
19991308,2,64,90,84,13,74
19991309,83,96,2,68,47,10
19991310,4,68,72,30,37,66
19991311,38,72,4,86,9,51
19991312,90,62,39,18,84,4
19991313,45,63,38,90,12,48
19991314,68,27,87,72,0,34
19991315,57,86,57,60,86,96
19991316,40,84,82,23,81,51
19991317,75,13,54,85,52,60
19991318,97,84,53,30,73,3
19991319,67,17,63,43,35,64
19991320,1,51,70,33,41,15
19991321,78,81,47,4,60,89
19991322,73,24,86,85,14,66
19991323,28,16,62,93,40,72
19991324,21,2,80,51,57,73
19991325,73,6,32,97,33,81
19991326,85,0,27,9,0,18
19991327,69,67,84,16,79,58
19991328,79,26,63,17,45,91
19991329,80,50,7,13,6,56
19991330,37,19,0,49,25,25
19991331,40,72,77,49,55,34
19991332,38,57,34,87,41,42
19991333,75,50,42,25,88,11
19991334,29,37,74,0,1,21
19991335,24,11,37,8,80,71
19991336,18,23,27,35,81,30
19991337,90,71,83,86,39,78
19991338,10,68,81,71,23,88
19991339,52,72,92,16,0,23
19991340,42,4,60,68,43,27
19991341,56,77,46,0,47,51
19991342,64,27,29,34,24,28
19991343,58,52,71,30,15,28
19991344,32,48,95,8,68,46
19991345,11,82,7,58,86,76
19991346,43,15,80,29,71,59
19991347,36,81,58,14,69,99
19991348,76,98,87,54,80,88
19991349,89,83,39,48,7,77
19991350,95,54,40,4,1,35
19991351,37,39,98,83,8,23
19991352,50,47,50,41,25,26
19991353,55,16,25,13,54,66
19991354,73,64,6,14,18,69
19991355,67,12,96,43,70,43
19991356,11,92,76,8,39,4
19991357,39,77,91,33,78,3
19991358,34,28,70,23,26,74
19991359,98,31,58,63,78,8
19991360,84,71,78,62,85,80
19991361,80,26,51,99,39,17
19991362,93,63,58,31,48,41
19991363,94,65,81,64,40,65
19991364,98,9,3,40,39,91
19991365,19,25,99,55,55,80
19991366,76,80,72,40,63,84
19991367,52,7,73,67,48,86
19991368,24,78,16,32,23,81
19991369,11,2,53,74,1,19
19991370,0,82,32,84,0,16
19991371,67,42,96,25,50,20
19991372,79,71,53,88,1,69
19991373,92,73,86,83,76,84
19991374,28,67,88,52,51,90
19991375,90,83,98,96,70,68
19991376,32,11,27,76,51,24
19991377,52,28,12,59,99,30
19991378,91,96,39,40,39,71
19991379,80,11,34,63,1,23
19991380,88,39,20,52,89,9
19991381,33,6,2,67,12,49
19991382,19,5,58,74,1,92
19991383,81,75,57,58,63,58
19991384,14,0,43,19,73,6
19991385,27,78,84,41,41,21
19991386,28,57,67,0,76,25
19991387,56,86,53,59,67,23
19991388,51,28,8,98,80,44
19991389,5,84,60,41,43,97
19991390,65,71,89,20,67,41
19991391,20,51,1,47,59,41
19991392,63,37,65,19,18,67
19991393,82,50,79,54,82,96
19991394,18,89,86,29,44,69
19991395,13,89,7,64,61,21
19991396,87,80,8,76,53,95
19991397,75,81,37,54,44,84
19991398,95,22,92,23,72,99
19991399,95,77,49,69,20,76
19991400,16,26,21,32,58,16
19991401,68,58,95,25,50,38
19991402,58,68,81,63,28,70
19991403,12,74,95,74,38,25
19991404,53,40,61,2,46,7
19991405,48,31,12,38,91,78
19991406,26,94,8,78,23,83
19991407,90,18,8,73,14,94
19991408,74,14,10,40,31,70
19991409,53,64,14,44,93,25
19991410,68,35,4,86,3,70
19991411,44,18,82,49,72,28
19991412,29,87,43,51,62,53
19991413,52,85,57,91,21,74
19991414,66,97,40,18,2,92
19991415,52,20,33,6,87,31
19991416,44,17,87,96,9,33
19991417,92,25,97,93,27,13
19991418,32,18,63,17,26,39
19991419,91,99,2,17,24,56
19991420,99,75,35,1,4,95
19991421,83,96,21,31,79,88
19991422,99,51,0,98,75,43
19991423,80,92,12,70,92,50
19991424,79,98,23,54,88,91
19991425,14,30,89,43,65,49
19991426,35,11,48,19,23,83
19991427,32,32,41,91,15,21
19991428,58,4,44,81,35,11
19991429,2,6,21,28,25,82
19991430,38,76,9,47,1,66
19991431,32,50,2,63,59,26
19991432,56,90,4,93,72,95
19991433,99,33,39,45,74,46
19991434,43,12,46,64,37,88
19991435,7,28,76,8,37,73
19991436,19,55,28,14,48,82
19991437,90,46,90,83,16,91
19991438,19,69,27,24,38,13
19991439,96,51,62,30,72,89
19991440,69,66,60,17,18,65
19991441,4,35,38,70,56,4
19991442,16,0,6,37,84,44
19991443,60,74,34,87,82,22
19991444,6,91,60,0,76,20
19991445,10,73,95,75,21,94
19991446,54,82,15,38,50,89
19991447,54,7,28,34,6,58
19991448,16,20,75,92,10,5
19991449,26,52,90,53,19,92
19991450,17,51,19,84,67,44
19991451,28,57,59,28,49,39
19991452,58,31,48,79,30,68
19991453,5,23,9,10,65,89
19991454,11,39,46,44,0,9
19991455,70,48,77,45,36,25
19991456,59,90,30,13,55,17
19991457,88,26,87,25,6,89
19991458,90,39,47,34,2,87
19991459,5,42,63,99,38,88
19991460,2,64,10,8,45,19
19991461,95,22,63,37,39,45
19991462,90,80,10,6,87,20
19991463,40,2,65,60,31,3
19991464,80,68,56,39,7,69
19991465,30,88,60,46,64,94
19991466,86,99,24,89,0,26
19991467,17,66,86,84,66,53
19991468,12,8,93,15,2,10
19991469,19,24,2,38,25,27
19991470,73,90,74,42,63,44
19991471,98,47,74,40,30,49
19991472,96,86,98,21,47,97
19991473,99,54,41,96,58,39
19991474,70,29,56,49,10,38
19991475,20,81,15,67,53,29
19991476,98,26,55,29,65,83
19991477,51,42,2,21,73,33
19991478,24,20,74,36,89,0
19991479,40,73,27,49,68,83
19991480,33,16,1,28,25,64
19991481,37,87,14,64,65,31
19991482,35,63,79,26,69,32
19991483,74,47,99,13,15,83
19991484,99,92,61,44,36,58
19991485,19,99,66,38,9,88
19991486,73,68,60,27,90,6
19991487,72,43,98,12,20,83
19991488,10,12,39,95,38,87
19991489,24,36,11,58,98,32
19991490,94,12,39,65,58,35
19991491,26,86,25,65,17,71
19991492,5,64,62,52,50,21
19991493,73,19,83,17,67,85
19991494,93,22,10,6,2,2
19991495,35,92,92,75,12,36
19991496,53,83,83,44,4,9
19991497,27,99,85,55,53,95
19991498,61,25,73,61,94,94
19991499,65,70,19,18,44,94
19991500,46,60,55,58,65,11
19991501,76,14,55,58,30,44
19991502,74,88,0,16,75,72
19991503,18,91,22,7,64,16
19991504,71,12,28,95,43,87
19991505,50,83,91,49,5,57
19991506,89,79,84,4,95,41
19991507,52,53,7,88,10,68
19991508,96,83,77,53,15,15
19991509,23,62,34,26,61,99
19991510,67,17,11,47,71,25
19991511,96,41,22,48,49,0
19991512,12,57,24,4,59,13
19991513,17,9,41,77,92,79
19991514,67,5,65,31,22,31
19991515,55,70,59,5,72,6
19991516,49,56,38,40,8,48
19991517,48,34,26,6,99,57
19991518,92,26,77,93,32,1
19991519,97,12,15,12,12,41
19991520,44,67,3,12,74,39
19991521,0,2,24,22,69,14
19991522,24,10,86,38,4,60
19991523,41,9,56,76,27,98
19991524,66,55,8,46,56,70
19991525,44,84,26,17,32,99
19991526,33,10,39,47,46,26
19991527,30,54,60,15,72,66
19991528,45,47,92,57,76,64
19991529,51,98,87,96,91,17
19991530,12,85,95,93,87,64
19991531,29,12,94,78,56,35
19991532,77,53,29,70,69,73
19991533,0,47,87,87,59,54
19991534,76,31,30,74,38,52
19991535,64,34,52,43,76,99
19991536,98,65,79,17,38,15
19991537,65,13,86,42,68,91
19991538,23,81,63,5,22,95
19991539,23,60,80,21,60,29
19991540,25,29,32,58,95,65
19991541,85,32,43,24,51,24
19991542,38,43,70,55,34,52
19991543,95,86,16,87,39,54
19991544,62,31,20,18,13,89
19991545,68,60,75,83,49,2
19991546,20,49,79,70,46,83
19991547,39,34,97,20,7,29
19991548,98,47,15,67,85,11
19991549,63,76,88,96,24,80
19991550,4,61,18,31,14,78
19991551,18,6,6,33,59,57
19991552,76,50,43,21,2,16
19991553,26,32,67,99,45,19
19991554,77,32,28,42,3,52
19991555,96,38,56,2,80,28
19991556,20,79,52,69,46,34
19991557,90,24,82,21,84,9
19991558,43,10,11,1,67,85
19991559,17,63,88,3,62,65
19991560,76,36,13,8,41,30
19991561,9,10,62,17,93,80
19991562,3,55,7,28,44,41
19991563,79,89,97,37,88,2
19991564,69,94,81,33,25,40
19991565,21,48,80,10,4,24
19991566,76,39,51,61,5,84
19991567,69,66,35,95,13,64
19991568,45,60,71,6,56,87
19991569,56,74,43,90,43,26
19991570,77,23,27,60,28,88
19991571,63,98,5,86,71,47
19991572,15,59,66,32,61,91
19991573,78,11,31,86,35,17
19991574,9,36,60,97,77,71
19991575,39,63,59,96,60,56
19991576,61,52,15,93,49,83
19991577,6,31,44,55,92,35
19991578,70,16,20,57,57,82
19991579,39,47,38,70,10,65
19991580,61,18,7,38,21,61
19991581,16,16,48,49,89,76
19991582,58,40,67,78,71,13
19991583,70,29,14,2,26,97
19991584,50,11,74,37,76,86
19991585,31,49,45,11,81,43
19991586,70,99,5,48,76,22
19991587,50,74,34,58,99,76
19991588,56,50,52,28,61,48
19991589,0,92,13,55,43,88
19991590,50,62,40,68,86,36
19991591,9,90,41,56,13,81
19991592,26,49,40,62,61,2
19991593,64,83,8,15,49,85
19991594,29,12,7,65,39,92
19991595,30,68,46,51,23,78
19991596,36,43,30,41,76,87
19991597,37,78,42,82,37,32
19991598,4,20,75,94,90,14
19991599,33,55,40,28,16,16
19991600,2,18,59,94,9,47
19991601,92,78,87,30,60,74
19991602,67,98,76,37,46,3
19991603,95,9,53,30,53,4
19991604,30,74,62,98,68,68
19991605,32,97,42,13,86,57
19991606,10,80,17,50,89,45
19991607,42,85,46,45,92,5
19991608,31,93,8,31,23,83
19991609,94,30,50,52,53,43
19991610,38,9,51,78,75,63
19991611,95,61,80,10,6,80
19991612,92,54,45,85,23,40
19991613,26,89,34,52,88,77
19991614,65,80,81,7,81,99
19991615,69,41,51,5,68,8
19991616,12,50,3,79,43,68
19991617,29,6,18,15,88,31
19991618,97,81,93,17,33,13
19991619,7,40,28,86,63,11
19991620,76,5,77,38,79,84
19991621,66,41,45,88,25,0
19991622,20,58,52,99,83,18
19991623,2,9,74,94,36,31
19991624,97,7,38,32,28,42
19991625,24,90,3,36,24,42
19991626,82,64,50,12,11,32
19991627,73,28,27,57,11,86
19991628,21,27,9,89,88,6
19991629,48,5,0,4,86,23
19991630,5,96,99,41,29,30
19991631,77,12,44,18,39,17
19991632,61,29,26,44,5,87
19991633,4,71,1,78,12,65
19991634,25,1,56,79,94,0
19991635,82,70,47,18,77,23
19991636,27,46,77,79,5,8
19991637,28,77,24,15,60,85
19991638,36,46,53,33,79,37
19991639,95,11,14,76,64,52
19991640,26,65,15,36,82,86
19991641,67,42,54,35,25,71
19991642,32,8,8,4,86,28
19991643,75,9,66,85,43,31
19991644,13,44,7,61,74,60
19991645,28,48,75,20,75,59
19991646,93,69,29,61,45,38
19991647,57,48,11,74,50,95
19991648,40,78,59,7,3,8
19991649,44,30,24,99,36,79
19991650,9,93,96,82,26,5
19991651,37,21,52,20,38,83
19991652,74,66,57,5,81,55
19991653,81,81,96,73,21,59
19991654,37,87,48,4,25,10
19991655,68,88,85,89,75,38
19991656,10,13,37,64,77,77
19991657,3,64,45,92,54,6
19991658,75,1,32,57,49,11
19991659,41,51,16,83,70,97
19991660,94,95,99,49,48,21
19991661,45,35,14,66,44,47
19991662,4,32,44,41,82,67
19991663,23,15,98,83,75,56
19991664,18,0,21,80,41,62
19991665,46,64,90,81,87,93
19991666,90,73,79,63,67,75
19991667,36,88,19,94,62,35
19991668,14,24,14,24,24,20
19991669,55,0,22,67,4,86
19991670,43,52,23,99,91,72
19991671,45,79,7,35,28,21
19991672,58,90,52,15,50,46
19991673,26,66,69,29,20,70
19991674,14,48,8,35,19,42
19991675,20,45,96,19,71,2
19991676,65,23,6,65,83,87
19991677,22,99,68,15,6,59
19991678,96,50,76,17,33,73
19991679,1,39,50,18,4,85
19991680,45,62,82,30,9,43
19991681,61,32,14,89,99,91
19991682,29,23,84,94,79,84
19991683,34,62,24,7,80,38
19991684,94,83,7,45,87,77
19991685,12,78,43,64,54,84
19991686,58,6,1,25,70,46
19991687,62,77,27,61,9,18
19991688,59,36,51,23,15,30
19991689,82,89,54,29,79,50
19991690,17,74,26,31,76,94
19991691,26,90,44,33,40,55
19991692,16,69,41,69,67,9
19991693,15,3,71,95,96,38
19991694,9,35,77,0,60,27
19991695,85,51,83,44,99,7
19991696,82,77,90,30,78,92
19991697,31,37,12,70,23,8
19991698,85,86,13,23,2,84
19991699,11,89,82,82,49,9
19991700,13,56,81,70,35,1
19991701,67,53,32,41,47,33
19991702,34,81,98,59,28,45
19991703,87,90,92,63,15,90
